Id,Price
10842,120166.49030656155
725,161566.7932808435
13931,190609.91912900418
16330,233567.48746289377
9066,376822.05687658046
3326,289924.72756908735
1556,264933.93461161834
6579,101472.18541163132
13877,146250.91605715782
9857,327277.5613445488
7302,258215.08843330192
5684,192899.11133884318
6513,221273.56104416784
11342,114800.36073046802
16561,243633.47822198365
6885,174814.45794925466
9308,176593.52733736942
2559,186474.68687231754
6648,171934.12908656095
15260,167499.4280361894
5113,174558.36204866477
16492,184594.07231012196
12034,287176.7012035822
7248,194150.60488838135
2171,198192.51453496
10594,159010.86578298992
13241,213348.25024013798
7032,144264.53533520977
4884,159485.54373457865
903,222328.49778772236
162,167193.378446735
6566,248952.58770940063
8249,112078.12412107635
13106,204362.87795600074
256,124851.95358166928
7976,164605.35586426317
8575,179150.0860864423
7591,281930.312504738
3204,191494.56925830548
15804,179717.1620493026
1525,312764.5477608302
9038,202163.16291072362
13628,196780.10306169555
10016,214134.45955351696
10208,236757.80056972985
2008,188469.01817460035
13029,184071.4689953873
5099,122824.90155358058
9923,282395.6451819384
9461,136639.29736786775
11086,162337.66179371547
15057,270254.29736814316
10689,181907.88217184844
2053,218876.9194717104
16630,173453.23879384826
4985,168009.27698575667
13881,236729.1374771645
13225,193718.10163469642
5779,66147.32558887417
10262,191437.33602089647
10762,200469.77010461298
9513,186894.75685361703
11128,153285.04941473057
2074,299560.2732618403
933,202154.46089202608
2780,174783.4528462159
6594,112195.2589451165
15394,274490.518165962
14863,142565.71668132086
6698,201707.453700089
1611,210303.1958420496
174,187498.69804077953
5160,213909.12385253902
3295,317789.22465367714
4559,350073.1177460623
8254,179259.4875805169
10228,100267.86324560994
13924,139558.67570410547
15341,243507.26474723982
4353,173831.75063083298
4334,65748.93322139884
1872,164463.54571635358
7823,179915.36299910542
310,140868.2210501206
3704,244026.99176978692
11615,255998.80708453208
6605,202355.18990480443
3381,191196.523036632
2143,143476.76150245583
3191,260849.52353703408
13980,172711.32155446374
15613,159526.42260541706
10943,373359.145762549
9654,180540.67009173136
16053,479738.7945000103
14931,211730.25835018963
8299,215676.4282741036
2147,164981.9687596549
11567,431646.04894230963
5905,136180.7449106198
11160,116218.98384058144
8275,149395.85861651675
16398,290151.39480718016
11229,176143.04492135308
10309,146400.12371016818
7340,278152.1249051022
7653,169463.21347781207
272,212671.7372172407
9831,213290.25875748578
5016,163344.32568505206
5968,72033.33098284417
796,218537.61504416674
12123,134206.24395991798
16629,178759.92267706056
2637,177058.74459254552
6194,208187.73133433427
6216,395799.7369004952
14346,176575.49936752568
6428,134645.52426601126
2891,249973.58257018295
84,175947.50858401245
9260,205630.3092676763
15250,128764.43632750552
2348,199008.77821804464
10427,273486.4516990504
13230,246375.2635951045
1691,179546.94425706554
8803,127718.66337573588
5464,282078.5753784801
10559,113500.91278082387
16787,317852.4713809939
4278,146843.4070984508
6183,180028.00647515952
12775,169389.7844252174
10104,181468.09100193504
13663,199747.01055968594
9404,263618.277430089
14724,222767.66723658785
10040,173372.64480363156
4646,191030.70455557836
4754,152060.71252499527
3310,215869.56053541123
2003,194429.44855573337
7312,213918.99148545676
10921,250643.19591739948
13419,281647.49372027814
10105,159887.54116036172
2196,473085.17421092594
12659,246434.56327225312
4380,215402.48931429573
10847,155799.53721604415
10805,284794.3372614931
8709,92377.0447467259
8319,172888.92823882107
2215,194555.02919473604
7000,192212.4804440156
7701,108129.7557102291
9678,180927.38252263292
14026,237249.5581783223
7971,172262.56295908467
13734,145144.24722525722
16483,198945.72288120937
6150,211429.84710449525
2931,282343.85574974475
5418,189973.14674061316
1662,476442.966503499
2441,216230.21277574246
669,118393.23574029819
7734,182918.93505666606
6010,205687.829069293
266,145426.81720614823
632,141336.82774532636
16221,108346.32893740827
11832,177662.74674847658
5035,99515.36948789092
37,114660.75544626341
6168,183580.8661855526
11757,193591.72433036158
8086,118639.2224381144
6529,229708.4292636246
15121,182549.24313351655
13904,154463.74013566188
3711,170452.20518211383
16563,131781.3997346572
14494,172682.9236558726
3006,222408.10541416536
15299,98663.8935726126
92,273259.4955552567
8066,211356.97096472827
16071,207111.31099088237
10662,135602.91494828652
3883,255983.98273787874
5511,119560.18364194775
2821,271707.8569375646
9570,197232.45633231645
4326,251858.2472253935
9251,245721.23377231832
9031,223270.66691106532
12689,188159.43686253222
16380,249098.61381535276
1053,237136.3809121299
4568,175155.08968986536
16140,115950.75298025558
14356,393442.2727296365
8466,181981.39642791907
15652,138609.6228387208
3285,119991.02925120125
3198,165838.28466456308
14088,423564.24363203486
2268,130738.3878750762
15472,200285.3034569758
1203,206775.47229842233
7157,308084.3508145031
6886,163549.9763074938
5083,238984.31657321355
7467,111951.84344284575
14068,201623.9857695451
2080,184913.09120686792
10865,152954.27618721203
13516,182992.3748427011
14150,217893.4232519389
7609,115022.87559305737
2144,406146.2057665695
10357,205945.6737285954
2396,205094.47887565603
1526,399615.24461754085
10890,277646.40737730975
8638,392502.51546958165
6050,222576.63819722788
7639,103830.48701450316
10544,207039.45113635514
9577,253212.6211876683
13195,213820.6772815574
3484,208717.69615213491
16668,399596.9480856603
7171,177566.22709261786
8547,217956.1154054818
12735,222523.04284128995
9093,177643.13016617912
15323,244518.688815584
14897,147994.71531883822
5135,138908.26507574634
5327,169221.33851480606
13133,258642.31172632723
1676,273282.3753315307
16296,299410.1012021561
1095,143330.329397686
12528,149989.79730779692
7348,274025.319325509
11663,173053.99014317582
1803,214174.07328550276
1510,213320.15455057914
16045,199638.9317867662
2900,145603.8383655881
3236,160968.90374097019
1318,239122.89424345284
14948,227052.82432416556
7840,276339.3804323671
15325,185067.66825987597
8700,175900.27683814868
15706,199334.46498774187
14449,165547.4971405445
16117,175699.97688389526
4529,197016.79826984752
11199,197726.89961762473
4052,321343.62165889534
821,211113.49553584718
68,272146.5819010052
554,106373.9501474078
452,193051.73802464505
11394,290920.2626723641
11393,186661.72748892114
9535,170589.16202590233
4024,203121.7549526638
10069,200006.83503096667
12007,174780.30509473637
12368,431015.71298797795
1259,333000.6979384243
1124,336359.26670377486
3707,190740.7462081829
8767,167067.84012579513
1919,150237.58417517607
16741,173175.7434171259
6664,290418.7315394991
5688,364559.1552805901
7799,154791.67983596615
14843,329620.5675784209
7532,151502.37073602676
8133,139449.48048670767
6264,293549.9207697676
4125,158832.75028423237
2410,177139.84019393948
13607,209565.79563000932
1716,283638.1339606333
1370,147168.34202327646
2273,373663.5877950529
15298,333660.2720070651
4284,249127.29381219353
12303,140867.45309461004
7808,130386.31607385082
2203,146796.56034292263
7237,128858.43841604814
15864,152907.03018259312
2844,143152.8531386081
5729,168574.0572463101
11812,370545.6840099753
1779,147207.83798605518
6442,135341.9510490015
6160,204262.348148126
8266,201597.62577580905
9903,160601.62078546893
2867,149329.50731853137
6998,175828.30458499558
13932,172970.78192260023
12587,168874.04857656147
3611,279687.5901507793
2646,281051.96493956656
1890,158408.317641136
860,270678.0692234083
14187,190364.51294796905
12569,276092.8406788579
1276,89298.37587825004
12025,207315.7841233342
4890,274202.66256701754
14410,303452.19067641714
10352,279585.7264431595
11407,189448.79501813374
10384,170435.93058436812
7622,291904.2749825872
12578,158900.711123011
15820,169436.90563993034
563,192130.33142404063
15226,169030.23843618378
6396,210095.21104857232
6247,151296.4284162698
3339,156734.56106992543
10975,283679.4565842333
7475,104677.71497385485
11129,196947.32097930065
3051,240139.63864552922
10232,230980.56381752755
14106,176048.05237876944
5502,234866.67055779204
4558,70769.39090429746
4181,146618.5481071609
8426,126819.01773162372
6611,145879.6928565664
14641,134035.19098804807
15539,266513.5210909114
13119,121305.90802787543
11716,184810.4743301492
7316,238325.29324036607
7791,109369.41428929949
13034,345166.1115928678
1068,259257.22829331076
4060,148754.6683864659
10172,215191.53588047155
2591,196646.13597403298
12494,336252.1513074374
7828,341247.03471577575
15284,185350.6310725008
7947,174009.531969321
16335,222231.17360525503
10234,352384.81517001987
2797,241288.93578195505
5341,248049.25754833035
3059,285455.14877749
1559,65748.93322139884
15320,272132.19453528634
10284,360301.648111289
4134,198734.63377398773
4481,232526.86773419025
7222,178074.53823483599
4062,226335.2103911314
2192,219258.125657155
9637,176542.31551779818
16236,165236.78124531516
4272,167488.74405896955
9406,292042.2545774497
14309,231724.60678134285
1946,281585.3717705166
16235,259110.87336282435
7146,168634.26533305316
16784,224347.45838586942
349,323199.02659499063
6251,179991.37004217078
5128,351885.4362428872
11718,178488.2336909953
16721,91409.39623256197
12517,194533.33671067498
15961,194342.29593783195
9428,156218.09282019877
14541,150984.5115502188
10168,111533.85077288907
11270,158955.1730859865
13210,217005.73566255308
11518,168178.67880531185
12612,170697.31499966403
16352,114017.40381278344
9935,130725.27363765986
15521,286302.4959644594
11482,207661.43493076056
11443,168090.41953152174
9459,251689.68367357654
9218,168365.26152892775
854,143135.7923765755
5619,125760.02492008012
9208,172747.10871569678
4391,128620.35000988105
15207,148392.7381666732
7183,185400.48406141388
16442,217100.85870983708
7936,91260.24188542433
10606,393937.26943694474
4979,144618.13771716418
4854,296816.7856655701
16476,126826.17926687749
10516,153622.687239894
16261,275350.77878693177
90,439923.6035344889
5433,187722.8424404749
14338,151860.2860642468
13487,200962.02287572608
8211,500798.62531684263
170,139794.52257026674
14051,97015.78456253452
10686,199699.3128674994
7595,292704.822064981
6777,433778.6568674612
14661,174980.79839268597
13991,300177.88605805347
16795,172049.48363603515
2740,142541.03617020295
7368,348743.03943077393
2413,243087.87513228375
1852,499315.03968002193
15200,452885.97952182865
8467,330949.44920672063
16379,252775.38740320023
3375,181535.2237696529
5945,462634.28963799996
2641,193458.58421835306
2837,323181.6404182561
3498,190833.47144690037
10876,152223.60694294804
1285,217417.94904260788
9285,239320.55474350534
4015,303768.7441691165
2526,205581.93375277528
7814,195545.4623790336
7117,319151.6910562671
12359,124188.57264705565
3303,271393.45616347657
13874,172492.26877589858
5484,182815.5515389408
15067,162876.33298906783
12639,218429.79869383533
3388,226815.8242158606
4256,212848.41847700576
15738,166806.42790613166
14049,163374.38843927468
15780,174019.47086236067
9564,183630.15468549225
11910,222213.97477865787
11315,219741.80408913826
1733,159370.0240183035
3910,357696.4718451023
7552,481576.24641862756
254,210282.59245231413
5222,222002.51101562715
8314,234791.61256229514
16743,217989.54628902767
10335,111911.48296476615
8226,282433.45883591863
12254,205289.9591355324
13152,217663.66898633802
15020,196062.44803725858
16349,230575.04886603702
11924,150524.08338991328
12543,184458.7182526168
14114,224785.48234223545
12318,266717.7633889155
15383,179673.4683123872
6679,198586.14545738473
635,143008.42870685755
15993,239675.18670490902
11375,208619.55155068467
11216,178376.15234846345
15401,213411.63013948046
11301,139796.68331091077
13804,279555.7956043232
10839,207644.95092586923
1588,297118.61663840455
3596,188480.41803570083
5816,178295.23081835124
8099,147050.12460115802
6551,190456.84807038787
14075,498440.8914309249
13431,204805.48458155163
9481,306922.4225269756
5295,156515.61322866197
15859,347288.72266616375
10634,344622.6801423215
444,229730.5061918426
11686,245115.07189773917
1213,211967.73367310702
13970,163148.1914320684
6849,503965.93281502085
9911,237960.02817673943
5649,147660.4141563221
7184,255904.18868670336
5877,260617.72284346152
1655,354918.1410253002
15301,208300.53636553555
12389,233242.5612558997
5241,293136.4880795431
7048,168477.9010944445
10574,129945.97349068917
8593,122345.49477560543
4752,177845.7596028126
14663,176222.6227608883
10994,206926.76109740522
87,70079.33353945555
5132,121514.25646916233
6372,434155.45398233325
7411,287461.23520406184
3319,256384.28378928444
9355,124813.19279977823
5139,255574.1763660433
56,305985.3533554219
3249,164113.40886266675
5047,80934.15585812202
13238,332554.88285840576
2190,240885.441971555
15599,182376.7139351997
6542,149442.02106912842
1968,185550.906173899
5630,175437.27597432438
9157,214730.04276348435
789,192375.1017057739
1413,285234.0311461055
12514,238945.5096846482
13459,142771.59298467977
1345,228844.9226031789
4034,196351.96106156535
15169,145374.56835957448
6770,253539.72520910652
3334,166310.27053726808
12998,162382.81173902488
15870,234209.5631997121
1871,166644.271504019
5770,146354.14153617763
13196,107352.72822592306
7633,198844.2234245009
10699,191699.87388890347
15470,197688.5041771161
1903,494815.91190013336
13860,284024.8756874403
7649,136733.57542363973
11043,268721.4115073276
2922,223683.8706109488
7538,304151.0589615356
9477,112504.19471489717
117,510543.1195786568
1457,254867.0027053142
7082,162104.2323497532
3053,257281.78280231342
12522,111357.36884802798
5744,360280.7588397227
13566,377955.9216433044
1464,146467.20709332608
3852,116981.31864723098
9557,231453.76432661017
14719,427748.78217961057
13978,116544.74281182725
3286,152943.0180748203
13019,355826.1302702529
1421,157876.30288297182
13502,184109.37452294305
14811,125704.3205949783
9297,305834.97615175677
7749,507764.55334854784
16555,139712.2865127936
14576,179199.23925659675
12766,185442.70615735115
4679,122995.84720578307
10033,190667.73448498588
11231,280517.0348009815
15112,157892.6979896817
10617,186837.3424300762
2175,168332.06031010617
16502,435264.7906023852
10106,187848.70756525555
12561,154333.810583501
15907,303504.71180015185
8069,122529.74659129938
8316,131413.52578458752
12343,252352.4925407857
12092,151125.01325751035
1527,178794.29607540902
10010,202763.07823461347
655,107018.31527434508
10549,161049.16454101817
3248,117888.35319230186
13499,347321.1875740014
14959,188376.459796265
6070,152539.99308669195
11360,264398.53938254
12102,201470.3584658672
11870,293067.538659376
3713,171329.08246864978
3230,153449.01799840006
7742,229937.82483036138
15092,322003.32392747235
8728,292637.1416405747
3386,143721.99790707993
9409,145928.1532859205
16545,251154.88901745054
3127,171235.1438524263
11344,175563.26586108506
2112,217141.81148011648
7310,203261.48147119704
6313,234048.08515561745
3681,367153.2127266574
5114,343139.81977371685
270,152720.8179515236
14350,183134.0227554966
12223,357464.7196163684
1066,159923.93900492726
16116,409082.71005877113
11410,501194.6653725835
4088,137033.06383130446
5956,170550.29641172066
14669,160279.12117936683
13871,138355.135486172
4126,250917.14472117036
12114,208095.89783944745
16607,158688.49042853306
4266,255111.48431627624
13518,197244.77257793705
11856,254440.13968888114
3885,251227.43905344605
8891,184249.49878656276
4964,176936.6272380086
7696,166338.09355701803
6894,117098.07094961507
9766,162979.13287193383
4800,151871.2833548946
2840,207273.39213318806
4743,159404.41303121843
13562,506418.579311414
8301,197931.10034725824
5405,176256.4119227209
1535,169012.30743027595
9073,121102.43275349642
1698,343425.3075138539
12262,241777.02401675686
6794,177561.55897915558
12701,185569.0213125911
8432,174261.85015825529
13540,132762.00474740163
8629,158072.1687285037
1440,182664.7581365188
8596,205942.31574720927
9575,268929.1120719543
14976,102792.02663446902
3149,208795.88482947697
5157,192108.39013407924
10748,176008.76111808929
9719,399561.2701807898
6376,190078.34532246657
9733,183584.65880011226
4749,197608.80389768124
4994,380470.3320870452
538,190557.535187292
5512,133629.76182657754
9778,176668.8344524753
9761,140970.66568692002
3174,407574.2227020289
13429,178832.57064046295
10467,71646.51908389885
14129,201005.11791921244
13608,198354.4525676535
11106,146783.76504534986
12048,172380.174560766
1054,379100.3203964367
3582,282779.98531050724
1566,156735.52301505095
11529,140041.93640822425
11859,142395.78995934007
10582,155027.70548847542
14907,514537.9470395704
14039,166650.9218215378
10489,152396.28751651171
3331,328804.97919873777
10153,246612.57148397126
5271,164298.28611576156
11871,364056.6568574988
776,121714.01630288402
3994,139926.11307366306
9433,67514.89362114792
14275,143623.35850079884
8030,280835.84679139534
8169,267932.030857025
8053,203716.43098010623
4822,225681.37261032395
13197,224709.7217808203
13634,277830.23653769644
8951,216912.46935983968
12176,223203.85610213687
15471,144621.51307480127
14962,119748.4287316384
12512,143782.92696066838
8697,459917.44723651814
7095,236195.32390301058
13639,194540.0274161164
16660,181417.01998452618
5848,150023.9410333141
5386,167485.62104378743
10880,282953.40774904186
3954,178463.2838562241
13426,293858.4259867641
5966,209371.67683785877
16315,307233.8193011624
7455,205976.99380576678
11071,227719.9569031117
14740,224254.03842908834
16087,172846.79121725904
8931,218967.4252870132
15289,170093.27058530544
16089,234545.61264522854
12128,184370.53152761373
4724,220734.97375427894
8585,196126.61659275403
7188,247628.48152964393
5423,160939.4565365188
10488,188212.16833541275
5980,227592.35525411356
8376,240159.54204134946
12397,141943.99148162146
16496,189898.5280912338
4891,225246.59903447167
9710,139891.33539085035
6339,178018.0827738805
244,174504.40904852163
5002,237292.16342391766
5358,170775.71880173165
7636,152864.2526842211
9361,310489.56779550813
3601,121211.60055204366
15755,157591.10369635685
172,182265.42811394634
3037,330590.1600356258
577,233483.13370965567
3607,188222.16150651115
2515,116889.60843509522
10413,146190.44008120344
10511,228358.84528439143
4637,478048.1735882336
12736,282405.45342875563
9534,229854.14733817228
11641,195556.59927006555
10419,275289.322711155
15313,195847.17068772213
14915,204191.75850467305
12409,383371.09111544257
9405,133547.84964945557
14066,208087.31295168132
14108,198235.3272541191
11931,232126.95737167128
11464,275432.843208334
926,144983.1199760696
11190,220058.19330174048
10260,182955.80859368347
12712,204744.59555889017
1234,219727.13150998263
11608,98946.1127213802
3776,257647.3524948677
4881,200915.80983552293
10266,215366.73599632818
3262,250805.47454019985
3576,394336.3856868481
16604,501886.25821442495
8041,215016.92233698387
10691,246399.94189034365
8357,194430.04559055745
11661,149540.2648413616
4453,218704.08004532024
15936,212660.5028790255
8463,256922.71310100995
15770,221037.35975322663
466,181514.08125697874
14965,93805.01145930843
11227,167234.33349850253
9894,279397.5280160589
11746,199106.80604514948
4118,147044.3922841396
756,334023.65028370667
15589,213206.70955721007
109,356902.82211526914
5778,216629.42961216584
1731,93824.6390208953
3450,146552.66934161005
2961,198595.0245872824
222,173360.4263708734
11454,382492.69698244217
7339,186770.5894361241
12096,104725.67971254306
14074,174635.64487678048
4058,245431.8757766039
6603,281855.9539418884
3289,113886.72311247721
16681,254705.86886828142
8200,325661.6968735746
3343,278650.6289371354
7802,188455.22104674592
2082,397568.41108099883
217,250355.45761738307
1720,173312.446976603
7224,214668.91653641648
6176,131003.01388620154
12571,247538.21100907572
16666,299767.05317696015
8908,184568.0250188392
6914,193995.13999505102
5428,206317.61984454934
381,179223.49239767384
3991,189762.01616430606
16365,278924.0073441403
1046,214064.78739829737
391,155117.70355292296
9212,330240.16606507136
3022,194119.96785691904
9961,115789.9308711527
6764,319514.1151449028
7720,174453.23561926594
4809,229410.09976491946
8877,318884.8314412052
7817,173426.26133249231
10614,113094.07269707287
5553,304423.41422430536
16488,131000.92601904034
11002,157986.0290105616
13592,297066.26893057505
15050,224916.20091413258
13553,255638.50667953066
9041,236018.5396476127
5461,386350.7785960579
16274,429312.34688026534
2138,129328.01071430769
6245,162737.14730144615
8245,174414.12017438747
6491,221168.97981772767
13218,196769.94366975085
13101,111800.61073146276
10462,149953.17638874362
4079,183751.27529901866
1506,517296.5023267508
14107,130657.32408312241
12215,283446.1262575546
11576,286873.2962573091
10567,228313.50717855088
12713,208558.0635685516
1468,463092.8294392629
2549,266465.296367456
4172,241396.80947711997
12380,243001.55547091126
3513,96538.48419554856
8165,270410.9035836182
1127,196019.00228924715
14601,438088.7025319861
15526,328266.97529846476
986,369596.7089817308
14968,215075.0647750421
9348,212770.72120079168
6317,272958.95507495967
7497,95717.92637224733
5079,338972.79607161874
528,175890.4080126575
10964,148545.84206011044
5812,306413.2355685348
11022,232095.2460019769
16251,133835.3563854135
5863,112729.93367657352
8664,217445.32004074976
5396,233787.9176573202
6917,248909.42394688635
12776,126025.70736654564
473,239386.09304072225
13333,211996.59661625393
13023,197969.6216682826
7357,219358.28711093904
10955,415969.06706355495
11914,371650.51144971733
12535,159162.08449048785
11205,157432.28190391063
13209,187411.9924320452
16119,271359.6614362306
2174,287552.85354130744
4834,220999.28096777084
10151,182506.18684623603
5584,219560.1128017487
6672,215910.6179482391
12858,272593.72849504044
5106,171061.62126921676
8884,179273.75733251247
13766,170451.30326209601
12556,126607.3761531388
12910,224881.88545918692
6258,124553.63849987551
7100,226787.4215859309
1793,188343.14789347688
3335,178720.9547740376
12835,193975.0321087791
10591,138858.47508923087
15707,253647.42433645745
16389,161769.24106091552
7440,350704.5219237276
6293,176565.0838008741
3937,189025.51716146685
16527,193869.6138037177
5102,250646.7442278676
10734,340958.6723353479
7986,161837.41262385482
6495,94321.19481736346
9571,250476.34909937342
5131,192342.61188663237
10761,417242.15482132864
143,396318.2178234383
13829,174967.10832082675
13662,239742.56524633817
1771,145641.2139616853
5448,206713.2129180538
8594,170088.30605029446
12038,343938.339673736
16471,177409.86419015698
16764,152170.83879785743
1282,162461.17897051462
15101,268037.44926807494
9473,136228.35893556214
2324,443082.92429378064
14448,238138.72427057914
6000,75158.5537327078
2077,150195.91387287126
12960,237621.04875791754
15837,198085.11301426007
8805,236176.8372450122
9987,219860.6600014098
1580,342964.59562262706
11089,125589.96772440472
10926,224691.095398058
12773,427011.0198922818
6490,277838.7394112692
10858,126091.52884527975
2831,119599.08089307442
16326,152630.7533909766
371,184812.83336136476
8852,181474.95654196574
6713,330664.2139982206
4230,198576.8851995898
3639,216893.69598662085
3642,201193.4752802246
5149,211609.80229048236
2861,214070.73878386483
13300,95490.75492497621
2807,282758.6538153691
5919,106299.34034047388
12716,509192.4459153653
4271,243907.47186531354
16055,254353.4013318836
3747,231563.24388885606
5857,240165.52278485766
6884,363916.2100051836
16027,283838.0420684626
3512,325439.9234042517
5181,177714.1312638761
16732,252348.40580321022
1908,182112.3844429127
12082,176609.54409979872
7286,133838.86886201677
8216,136244.25577059906
6929,324184.92049694713
3950,343475.73714284046
12479,173903.4316534129
877,131728.36918413045
1366,180408.4520835304
384,137447.40942044943
5767,210853.65094876487
6910,152296.66466745
187,202252.55508255423
10164,286662.0984513451
8603,217987.92746428895
15834,134608.03061273368
3078,132649.30774397182
3479,246756.84700854146
6671,226379.07844050432
6078,164979.9248396726
16271,151557.97722705832
16191,164209.11218332555
11544,194705.76773950594
7781,190843.69284572816
14918,254235.30486617007
6238,197874.8970978586
12989,209882.36087253928
11907,197324.81496614928
9696,155803.81732853007
14084,360885.3000972994
3895,153062.87891256277
4367,179313.1391114237
8453,65762.33467139724
7638,338039.97304299334
8373,240710.26119192064
4674,206642.58943776053
15787,159532.72226481358
5903,288036.17393432365
13679,197891.1024709771
9018,375296.4752666372
15823,239298.37719094637
13289,153957.097866794
9896,198020.71238925858
14436,181622.59265898066
5547,210928.19628115266
4048,408712.42066362523
16579,208158.4743219116
8550,210192.59115797083
9385,283216.6280896176
5242,162877.70288718422
31,181452.79893728162
6144,287094.794726648
3990,193971.80240741823
2523,90552.0933693166
12608,256226.24226814654
7234,169295.98951636124
15264,207114.80692346767
9623,209593.6757972651
3161,342347.6429108565
7425,100697.91622343088
13021,288936.7068915465
4044,152749.1888294964
15411,238720.433612893
979,279635.563265349
5514,237265.61405509966
4817,170459.97666617655
2115,183499.45370206598
10571,262146.8634197475
8992,217371.88848311108
15546,193267.9359610337
11359,137874.36246015556
11972,186546.15598587075
12838,166486.46663222078
5948,127110.56638856423
422,282729.25705570466
4855,147018.30720829108
16197,110458.61400499124
8926,451261.52357836475
5703,184218.75711240736
8848,217531.0513442234
7039,315834.97140756145
3806,167455.9360227258
15154,215248.0503900177
13132,177482.25881055952
7438,202706.3501455205
4398,191564.28193829802
2440,185768.63040066618
3751,130030.94685747765
1476,183628.77851253105
2264,270002.4035859412
16444,155880.41364239162
10704,154898.44588703103
4033,147359.0493487194
4508,117178.46146201949
16290,242317.11219860773
10387,211168.049826763
5457,149304.6094551047
4910,280039.583503284
7451,190582.10991637266
10732,171372.48851876275
8015,120942.68496128864
6148,185906.405856006
5892,252577.91208921678
7825,209053.6465341864
6851,228582.7400098994
6633,205924.3974086966
2139,258185.97179932316
10213,297260.2489262022
2830,214928.28120889736
13907,135476.1067919465
15897,312340.8280450147
8311,178110.644396019
14230,183411.36514046398
3878,180653.04674225245
13732,174825.09510184833
12110,188566.55901889552
10675,377013.08961351693
12946,125780.38259799796
16754,224108.67183823546
4394,228568.4959877528
16728,175823.1357685897
14378,276981.2728633811
9949,178981.33454725158
994,158023.69315534897
13258,146621.89805910244
5883,388357.2070490353
6933,360645.6341704463
13193,214769.87741686899
13286,176465.41889691976
13407,336758.66387265356
7512,124556.76255777138
7221,187012.32351595323
14428,130459.21990035176
1740,205236.8974571827
3,151083.16760786602
12952,228164.87314698752
11537,136663.64614038556
2558,125220.86299122329
14081,268704.5458347075
3517,177150.53736651692
7149,230142.40286847999
15777,119931.98617846711
8995,217059.4456181625
826,458067.682540703
509,259277.61714192387
14875,325304.76379044197
6591,138688.35106030788
11283,107053.77137092061
9897,242583.70756425805
14902,171482.94185146238
14291,140180.90127719805
3162,237150.70719063416
4206,178815.52998675502
11580,202588.98478682362
2007,228257.37518159903
14939,347777.9397133413
13572,194817.351495014
10720,138421.9403548649
4253,287185.908822768
